index,gesamt,a00..04,a05..09,a10..14,a15..19,a20..24,a25..29,a30..34,a35..39,a40..44,a45..49,a50..54,a55..59,a60..64,a65..69,a70..74,a75..79,a80+,unbekannt
LK Wesel,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
SK Wuppertal,7,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0
StädteRegion Aachen,9,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,0,0
SK Bonn,12,0,0,0,0,0,2,0,3,4,1,1,1,0,0,0,0,0,0
LK Düren,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
LK Euskirchen,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LK Heinsberg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Köln,269,0,0,0,0,7,18,47,54,49,35,26,17,12,2,0,1,1,0
SK Leverkusen,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LK Oberbergischer Kreis,5,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
LK Rhein-Erft-Kreis,10,0,0,0,0,0,1,1,0,2,4,0,2,0,0,0,0,0,0
LK Rheinisch-Bergischer Kreis,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
LK Rhein-Sieg-Kreis,5,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0
LK Borken,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SK Bottrop,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Coesfeld,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SK Gelsenkirchen,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SK Münster,7,0,0,0,0,1,0,3,1,1,0,0,0,1,0,0,0,0,0
LK Recklinghausen,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
LK Steinfurt,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
LK Warendorf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ahrweiler,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
LK Altenkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Kreuznach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Birkenfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Cochem-Zell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Koblenz,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Mayen-Koblenz,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
LK Neuwied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rhein-Hunsrück-Kreis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LK Rhein-Lahn-Kreis,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
LK Westerwaldkreis,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Alzey-Worms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bad Dürkheim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Donnersbergkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Frankenthal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Germersheim,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
SK Kaiserslautern,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Kaiserslautern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Kusel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SK Landau i.d.Pfalz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Ludwigshafen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Mainz,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
LK Mainz-Bingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Neustadt a.d.Weinstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Pirmasens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Rhein-Pfalz-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Speyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Südliche Weinstraße,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Südwestpfalz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Worms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Zweibrücken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bernkastel-Wittlich,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LK Bitburg-Prüm,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SK Trier,5,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
LK Trier-Saarburg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Vulkaneifel,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LK Merzig-Wadern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Neunkirchen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saarlouis,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Saarpfalz-Kreis,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Sankt Wendel,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Stadtverband Saarbrücken,5,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
SK Chemnitz,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
LK Erzgebirgskreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Mittelsachsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Vogtlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Zwickau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Bautzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Dresden,14,0,0,0,0,1,4,3,3,0,1,1,0,1,0,0,0,0,0
LK Görlitz,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Meißen,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LK Sächsische Schweiz-Osterzgebirge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Leipzig,15,0,0,0,0,1,3,4,3,2,1,1,0,0,0,0,0,0,0
LK Leipzig,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Nordsachsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Altmarkkreis Salzwedel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Anhalt-Bitterfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Börde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Burgenlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Dessau-Roßlau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Halle,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
LK Harz,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LK Jerichower Land,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SK Magdeburg,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
LK Mansfeld-Südharz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saalekreis,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Salzlandkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Stendal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wittenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Dithmarschen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Flensburg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Herzogtum Lauenburg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SK Kiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Lübeck,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SK Neumünster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nordfriesland,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LK Ostholstein,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Pinneberg,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
LK Plön,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Rendsburg-Eckernförde,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Schleswig-Flensburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Segeberg,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Steinburg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LK Stormarn,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LK Altenburger Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Eichsfeld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Erfurt,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SK Gera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Gotha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Greiz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Hildburghausen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Ilm-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Jena,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LK Kyffhäuserkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Nordhausen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LK Saale-Holzland-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saale-Orla-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Saalfeld-Rudolstadt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Schmalkalden-Meiningen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Sömmerda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Sonneberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Suhl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Unstrut-Hainich-Kreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Wartburgkreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK Weimar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK Weimarer Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbekannt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
